filename,path,state,council,year,has_financial_statements,financial_heading,financial_page,total_pages,total_chars
SA_Loxton Waikerie_Rural_2025.pdf,2025/SA/SA_Loxton Waikerie_Rural_2025.pdf,SA,Loxton Waikerie,2025,True,financial statements,6.0,150,156655
SA_Adelaide Plains_Rural_2025.pdf,2025/SA/SA_Adelaide Plains_Rural_2025.pdf,SA,Adelaide Plains,2025,True,financial statements,85.0,228,383651
SA_Charles Sturt_Urban_2025.pdf,2025/SA/SA_Charles Sturt_Urban_2025.pdf,SA,Charles Sturt,2025,True,general purpose financial statements,79.0,228,377509
SA_Streaky Bay_Rural_2025.pdf,2025/SA/SA_Streaky Bay_Rural_2025.pdf,SA,Streaky Bay,2025,True,financial statements,2.0,188,302003
SA_Unley_Urban_2025.pdf,2025/SA/SA_Unley_Urban_2025.pdf,SA,Unley,2025,True,statement of comprehensive income,35.0,250,486342
SA_Campbelltown_Urban_2025.pdf,2025/SA/SA_Campbelltown_Urban_2025.pdf,SA,Campbelltown,2025,True,financial statements,3.0,72,97818
SA_Roxby Downs_Rural_2025.pdf,2025/SA/SA_Roxby Downs_Rural_2025.pdf,SA,Roxby Downs,2025,True,financial statements,28.0,152,235609
SA_Lower Eyre Peninsula_Rural_2025.pdf,2025/SA/SA_Lower Eyre Peninsula_Rural_2025.pdf,SA,Lower Eyre Peninsula,2025,True,audited financial statements,63.0,211,345380
SA_Renmark Paringa_Rural_2025.pdf,2025/SA/SA_Renmark Paringa_Rural_2025.pdf,SA,Renmark Paringa,2025,True,financial statements,70.0,158,229676
SA_Mid Murray_Rural_2025.pdf,2025/SA/SA_Mid Murray_Rural_2025.pdf,SA,Mid Murray,2025,True,general purpose financial statements,68.0,152,256036
SA_Peterborough_Rural_2025.pdf,2025/SA/SA_Peterborough_Rural_2025.pdf,SA,Peterborough,2025,True,financial statements,1.0,128,232648
SA_Copper Coast_Rural_2025.pdf,2025/SA/SA_Copper Coast_Rural_2025.pdf,SA,Copper Coast,2025,True,financial statements,90.0,216,242745
SA_Light_Rural_2025.pdf,2025/SA/SA_Light_Rural_2025.pdf,SA,Light,2025,True,general purpose financial statements,3.0,224,273210
SA_Adelaide_Urban_2025.pdf,2025/SA/SA_Adelaide_Urban_2025.pdf,SA,Adelaide,2025,True,audited financial statements,3.0,52,146202
SA_Southern Mallee_Rural_2025.pdf,2025/SA/SA_Southern Mallee_Rural_2025.pdf,SA,Southern Mallee,2025,True,general purpose financial statements,53.0,148,240221
SA_Goyder_Rural_2025.pdf,2025/SA/SA_Goyder_Rural_2025.pdf,SA,Goyder,2025,True,statement of comprehensive income,146.0,248,363540
SA_Northern Areas_Rural_2025.pdf,2025/SA/SA_Northern Areas_Rural_2025.pdf,SA,Northern Areas,2025,True,general purpose financial statements,35.0,121,208454
SA_Tea Tree Gully_Urban_2025.pdf,2025/SA/SA_Tea Tree Gully_Urban_2025.pdf,SA,Tea Tree Gully,2025,True,financial statements,3.0,130,99768
SA_Clare Gilbert Valleys_Rural_2025.pdf,2025/SA/SA_Clare Gilbert Valleys_Rural_2025.pdf,SA,Clare Gilbert Valleys,2025,True,financial statements,30.0,157,265673
SA_Berri Barmera_Rural_2025.pdf,2025/SA/SA_Berri Barmera_Rural_2025.pdf,SA,Berri Barmera,2025,True,general purpose financial statements,54.0,134,225230
SA_Port Adelaide Enfield_Urban_2025.pdf,2025/SA/SA_Port Adelaide Enfield_Urban_2025.pdf,SA,Port Adelaide Enfield,2025,True,financial statements,46.0,152,280710
SA_Playford_Urban_2025.pdf,2025/SA/SA_Playford_Urban_2025.pdf,SA,Playford,2025,False,,,88,144435
SA_Kangaroo Island_Rural_2025.pdf,2025/SA/SA_Kangaroo Island_Rural_2025.pdf,SA,Kangaroo Island,2025,True,financial statements,72.0,230,405865
SA_Walkerville_Urban_2025.pdf,2025/SA/SA_Walkerville_Urban_2025.pdf,SA,Walkerville,2025,True,financial statements,50.0,181,519629
SA_Ceduna_Rural_2025.pdf,2025/SA/SA_Ceduna_Rural_2025.pdf,SA,Ceduna,2025,True,audited financial statements,28.0,164,259890
SA_Orroroo Carrieton_Rural_2025.pdf,2025/SA/SA_Orroroo Carrieton_Rural_2025.pdf,SA,Orroroo Carrieton,2025,True,statement of comprehensive income,41.0,144,261651
SA_Mount Remarkable_Rural_2025.pdf,2025/SA/SA_Mount Remarkable_Rural_2025.pdf,SA,Mount Remarkable,2025,True,statement of financial position,64.0,208,391160
SA_Yankalilla_Rural_2025.pdf,2025/SA/SA_Yankalilla_Rural_2025.pdf,SA,Yankalilla,2025,True,audited financial statements,99.0,266,445860
SA_Barunga West_Rural_2025.pdf,2025/SA/SA_Barunga West_Rural_2025.pdf,SA,Barunga West,2025,True,general purpose financial statements,52.0,156,283831
SA_Karoonda East Murray_Rural_2025.pdf,2025/SA/SA_Karoonda East Murray_Rural_2025.pdf,SA,Karoonda East Murray,2025,True,financial statements,2.0,122,175016
SA_Norwood Payneham St Peters_Urban_2025.pdf,2025/SA/SA_Norwood Payneham St Peters_Urban_2025.pdf,SA,Norwood Payneham St Peters,2025,True,financial statements,38.0,159,624087
SA_Whyalla_Rural_2025.pdf,2025/SA/SA_Whyalla_Rural_2025.pdf,SA,Whyalla,2025,True,financial statements,3.0,205,316865
SA_Marion_Urban_2025.pdf,2025/SA/SA_Marion_Urban_2025.pdf,SA,Marion,2025,True,statement of comprehensive income,67.0,184,297294
SA_Adelaide Hills_Urban_2025.pdf,2025/SA/SA_Adelaide Hills_Urban_2025.pdf,SA,Adelaide Hills,2025,True,financial statements,45.0,389,574613
SA_Murray Bridge_Rural_2025.pdf,2025/SA/SA_Murray Bridge_Rural_2025.pdf,SA,Murray Bridge,2025,True,audited financial statements,3.0,239,263931
SA_Coorong_Rural_2025.pdf,2025/SA/SA_Coorong_Rural_2025.pdf,SA,Coorong,2025,True,statement of comprehensive income,72.0,152,227431
SA_Kimba_Rural_2025.pdf,2025/SA/SA_Kimba_Rural_2025.pdf,SA,Kimba,2025,True,statement of comprehensive income,47.0,242,401128
SA_Port Augusta_Rural_2025.pdf,2025/SA/SA_Port Augusta_Rural_2025.pdf,SA,Port Augusta,2025,True,statement of comprehensive income,72.0,116,237291
SA_Gawler_Urban_2025.pdf,2025/SA/SA_Gawler_Urban_2025.pdf,SA,Gawler,2025,False,,,80,255952
SA_Port Lincoln_Urban_2025.pdf,2025/SA/SA_Port Lincoln_Urban_2025.pdf,SA,Port Lincoln,2025,True,statement of comprehensive income,59.0,202,345551
SA_Elliston_Rural_2025.pdf,2025/SA/SA_Elliston_Rural_2025.pdf,SA,Elliston,2025,True,statement of comprehensive income,106.0,172,261499
SA_Mitcham_Urban_2025.pdf,2025/SA/SA_Mitcham_Urban_2025.pdf,SA,Mitcham,2025,True,financial statements,66.0,124,230275
SA_The Barossa_Rural_2025.pdf,2025/SA/SA_The Barossa_Rural_2025.pdf,SA,The Barossa,2025,False,,,65,81082
SA_Port Pirie_Rural_2025.pdf,2025/SA/SA_Port Pirie_Rural_2025.pdf,SA,Port Pirie,2025,True,financial statements,3.0,164,289993
SA_Robe_Rural_2025.pdf,2025/SA/SA_Robe_Rural_2025.pdf,SA,Robe,2025,True,general purpose financial statements,45.0,137,242842
SA_West Torrens_Urban_2025.pdf,2025/SA/SA_West Torrens_Urban_2025.pdf,SA,West Torrens,2025,True,audited financial statements,71.0,200,368237
SA_Holdfast Bay_Urban_2025.pdf,2025/SA/SA_Holdfast Bay_Urban_2025.pdf,SA,Holdfast Bay,2025,True,audited financial statements,121.0,208,305357
SA_Salisbury_Urban_2025.pdf,2025/SA/SA_Salisbury_Urban_2025.pdf,SA,Salisbury,2025,True,general purpose financial statements,55.0,103,298616
SA_Franklin Harbour_Rural_2025.pdf,2025/SA/SA_Franklin Harbour_Rural_2025.pdf,SA,Franklin Harbour,2025,False,,,188,82163
SA_Alexandrina_Urban_2025.pdf,2025/SA/SA_Alexandrina_Urban_2025.pdf,SA,Alexandrina,2025,True,general purpose financial statements,68.0,260,475639
SA_Yorke Peninsula_Rural_2025.pdf,2025/SA/SA_Yorke Peninsula_Rural_2025.pdf,SA,Yorke Peninsula,2025,True,statement of comprehensive income,151.0,174,248823
SA_Grant_Rural_2025.pdf,2025/SA/SA_Grant_Rural_2025.pdf,SA,Grant,2025,True,financial statements,3.0,177,260848
SA_Burnside_Urban_2025.pdf,2025/SA/SA_Burnside_Urban_2025.pdf,SA,Burnside,2025,True,financial statement,140.0,264,401783
SA_Tatiara_Rural_2025.pdf,2025/SA/SA_Tatiara_Rural_2025.pdf,SA,Tatiara,2025,True,financial statement,47.0,160,264001
SA_Tumby Bay_Rural_2025.pdf,2025/SA/SA_Tumby Bay_Rural_2025.pdf,SA,Tumby Bay,2025,True,statement of comprehensive income,154.0,180,208557
SA_Kingston_Rural_2025.pdf,2025/SA/SA_Kingston_Rural_2025.pdf,SA,Kingston,2025,True,financial statements,155.0,230,538643
SA_Onkaparinga_Urban_2025.pdf,2025/SA/SA_Onkaparinga_Urban_2025.pdf,SA,Onkaparinga,2025,True,general purpose financial statements,3.0,170,244388
SA_Wudinna_Rural_2025.pdf,2025/SA/SA_Wudinna_Rural_2025.pdf,SA,Wudinna,2025,True,audited financial statements,5.0,121,174840
SA_Mount Gambier_Urban_2025.pdf,2025/SA/SA_Mount Gambier_Urban_2025.pdf,SA,Mount Gambier,2025,True,financial statements,124.0,232,442151
SA_Victor Harbor_Urban_2025.pdf,2025/SA/SA_Victor Harbor_Urban_2025.pdf,SA,Victor Harbor,2025,True,audited financial statements,109.0,190,280630
SA_Wattle Range_Rural_2025.pdf,2025/SA/SA_Wattle Range_Rural_2025.pdf,SA,Wattle Range,2025,True,financial statements,110.0,208,335737
QLD_Pormpuraaw_Rural_2025.pdf,2025/QLD/QLD_Pormpuraaw_Rural_2025.pdf,QLD,Pormpuraaw,2025,True,statement of comprehensive income,3.0,104,103390
QLD_Logan_Urban_2025.pdf,2025/QLD/QLD_Logan_Urban_2025.pdf,QLD,Logan,2025,True,general purpose financial statements,44.0,147,356727
QLD_Goldcoast_Urban_2025.pdf,2025/QLD/QLD_Goldcoast_Urban_2025.pdf,QLD,Goldcoast,2025,True,statement of comprehensive income,52.0,162,385587
QLD_Diamantina_Rural_2025.pdf,2025/QLD/QLD_Diamantina_Rural_2025.pdf,QLD,Diamantina,2025,True,financial statements,4.0,88,66152
QLD_Fraser Coast_Urban_2025.pdf,2025/QLD/QLD_Fraser Coast_Urban_2025.pdf,QLD,Fraser Coast,2025,True,financial statements,23.0,129,245154
QLD_Toowoomba_Urban_2025.pdf,2025/QLD/QLD_Toowoomba_Urban_2025.pdf,QLD,Toowoomba,2025,True,financial statements,51.0,120,101003
QLD_Ipswich_Urban_2025.pdf,2025/QLD/QLD_Ipswich_Urban_2025.pdf,QLD,Ipswich,2025,True,financial statements,3.0,164,245293
QLD_Scenic Rim_Urban_2025.pdf,2025/QLD/QLD_Scenic Rim_Urban_2025.pdf,QLD,Scenic Rim,2025,True,financial statements,3.0,168,347734
QLD_Etheridge_Rural_2025.pdf,2025/QLD/QLD_Etheridge_Rural_2025.pdf,QLD,Etheridge,2025,True,financial statements,33.0,57,104479
QLD_Townsville_Urban_2025.pdf,2025/QLD/QLD_Townsville_Urban_2025.pdf,QLD,Townsville,2025,True,general purpose financial statements,3.0,128,263780
QLD_Moreton Bay_Urban_2025.pdf,2025/QLD/QLD_Moreton Bay_Urban_2025.pdf,QLD,Moreton Bay,2025,True,financial statements,5.0,180,237952
QLD_Tablelands_Urban_2025.pdf,2025/QLD/QLD_Tablelands_Urban_2025.pdf,QLD,Tablelands,2025,True,statement of comprehensive income,4.0,112,215019
QLD_Goondiwindi_Rural_2025.pdf,2025/QLD/QLD_Goondiwindi_Rural_2025.pdf,QLD,Goondiwindi,2025,True,financial statements,23.0,92,153977
QLD_Winton_Rural_2025.pdf,2025/QLD/QLD_Winton_Rural_2025.pdf,QLD,Winton,2025,True,financial statements,7.0,99,181808
QLD_Central Highlands_Urban_2025.pdf,2025/QLD/QLD_Central Highlands_Urban_2025.pdf,QLD,Central Highlands,2025,True,general purpose financial statements,60.0,101,340356
QLD_Noosa_Urban_2025.pdf,2025/QLD/QLD_Noosa_Urban_2025.pdf,QLD,Noosa,2025,True,statement of financial position,48.0,74,134303
QLD_Western Downs_Urban_2025.pdf,2025/QLD/QLD_Western Downs_Urban_2025.pdf,QLD,Western Downs,2025,True,general purpose financial statements,3.0,90,108965
QLD_Flinders_Rural_2025.pdf,2025/QLD/QLD_Flinders_Rural_2025.pdf,QLD,Flinders,2025,True,notes to the financial statements,52.0,75,81700
QLD_Murweh_Rural_2025.pdf,2025/QLD/QLD_Murweh_Rural_2025.pdf,QLD,Murweh,2025,True,audited financial statements,5.0,89,116616
QLD_Cloncurry_Rural_2025.pdf,2025/QLD/QLD_Cloncurry_Rural_2025.pdf,QLD,Cloncurry,2025,True,financial statements,3.0,138,138782
QLD_Mckinlay_Rural_2025.pdf,2025/QLD/QLD_Mckinlay_Rural_2025.pdf,QLD,Mckinlay,2025,True,financial statements,2.0,102,107510
QLD_Gladstone_Urban_2025.pdf,2025/QLD/QLD_Gladstone_Urban_2025.pdf,QLD,Gladstone,2025,True,financial statements,4.0,178,340585
QLD_Burke_Rural_2025.pdf,2025/QLD/QLD_Burke_Rural_2025.pdf,QLD,Burke,2025,True,financial statements,15.0,94,89745
QLD_Whitsunday_Urban_2025.pdf,2025/QLD/QLD_Whitsunday_Urban_2025.pdf,QLD,Whitsunday,2025,True,financial statements,46.0,117,263859
QLD_Kowanyama_Rural_2025.pdf,2025/QLD/QLD_Kowanyama_Rural_2025.pdf,QLD,Kowanyama,2025,True,financial statements,14.0,59,201220
QLD_Redland_Urban_2025.pdf,2025/QLD/QLD_Redland_Urban_2025.pdf,QLD,Redland,2025,True,financial statements,4.0,128,327558
QLD_Croydon_Rural_2025.pdf,2025/QLD/QLD_Croydon_Rural_2025.pdf,QLD,Croydon,2025,True,statement of financial position,3.0,84,77512
QLD_Quilpie_Rural_2025.pdf,2025/QLD/QLD_Quilpie_Rural_2025.pdf,QLD,Quilpie,2025,True,general purpose financial statements,5.0,170,360757
QLD_Rockhampton_Urban_2025.pdf,2025/QLD/QLD_Rockhampton_Urban_2025.pdf,QLD,Rockhampton,2025,True,financial statements,6.0,145,234922
QLD_Hope Vale_Rural_2025.pdf,2025/QLD/QLD_Hope Vale_Rural_2025.pdf,QLD,Hope Vale,2025,True,audited financial statements,3.0,85,153128
QLD_Paroo_Rural_2025.pdf,2025/QLD/QLD_Paroo_Rural_2025.pdf,QLD,Paroo,2025,True,statement of cash flows,33.0,78,57329
QLD_Carpentaria_Rural_2025.pdf,2025/QLD/QLD_Carpentaria_Rural_2025.pdf,QLD,Carpentaria,2025,True,financial statements,4.0,96,105385
QLD_Napranum_Rural_2025.pdf,2025/QLD/QLD_Napranum_Rural_2025.pdf,QLD,Napranum,2025,True,statement of comprehensive income,57.0,104,181611
QLD_Banana_Rural_2025.pdf,2025/QLD/QLD_Banana_Rural_2025.pdf,QLD,Banana,2025,True,financial statement,3.0,108,267414
QLD_Mackay_Urban_2025.pdf,2025/QLD/QLD_Mackay_Urban_2025.pdf,QLD,Mackay,2025,True,financial statements,60.0,94,182405
QLD_Brisbane_Urban_2025.pdf,2025/QLD/QLD_Brisbane_Urban_2025.pdf,QLD,Brisbane,2025,True,financial statements,11.0,152,330133
QLD_Aurukun_Rural_2025.pdf,2025/QLD/QLD_Aurukun_Rural_2025.pdf,QLD,Aurukun,2025,True,financial statements,15.0,64,125718
QLD_Cassowary Coast_Urban_2025.pdf,2025/QLD/QLD_Cassowary Coast_Urban_2025.pdf,QLD,Cassowary Coast,2025,True,statement of changes in equity,3.0,101,98659
QLD_South Burnett_Urban_2025.pdf,2025/QLD/QLD_South Burnett_Urban_2025.pdf,QLD,South Burnett,2025,False,,,0,0
QLD_Balonne_Rural_2025.pdf,2025/QLD/QLD_Balonne_Rural_2025.pdf,QLD,Balonne,2025,True,general purpose financial statements,17.0,152,274015
QLD_Mount Isa_Rural_2025.pdf,2025/QLD/QLD_Mount Isa_Rural_2025.pdf,QLD,Mount Isa,2025,True,financial statements,32.0,78,62488
QLD_Longreach_Rural_2025.pdf,2025/QLD/QLD_Longreach_Rural_2025.pdf,QLD,Longreach,2025,True,financial statements,3.0,60,146405
QLD_Somerset_Urban_2025.pdf,2025/QLD/QLD_Somerset_Urban_2025.pdf,QLD,Somerset,2025,True,statement of comprehensive income,2.0,145,170180
QLD_Cairns_Urban_2025.pdf,2025/QLD/QLD_Cairns_Urban_2025.pdf,QLD,Cairns,2025,True,financial statements,2.0,111,214914
QLD_Burdekin_Rural_2025.pdf,2025/QLD/QLD_Burdekin_Rural_2025.pdf,QLD,Burdekin,2025,True,financial statements,3.0,80,98928
QLD_Southern Downs_Urban_2025.pdf,2025/QLD/QLD_Southern Downs_Urban_2025.pdf,QLD,Southern Downs,2025,True,financial statements,27.0,94,189330
QLD_Maranoa_Rural_2025.pdf,2025/QLD/QLD_Maranoa_Rural_2025.pdf,QLD,Maranoa,2025,True,general purpose financial statements,2.0,138,180989
QLD_Sunshine Coast_Urban_2025.pdf,2025/QLD/QLD_Sunshine Coast_Urban_2025.pdf,QLD,Sunshine Coast,2025,True,financial statements,35.0,131,269478
QLD_Torres Strait Islands_Rural_2025.pdf,2025/QLD/QLD_Torres Strait Islands_Rural_2025.pdf,QLD,Torres Strait Islands,2025,True,financial statements,8.0,192,331507
QLD_Cherbourg_Rural_2025.pdf,2025/QLD/QLD_Cherbourg_Rural_2025.pdf,QLD,Cherbourg,2025,False,,,110,89692
QLD_North Burnett_Rural_2025.pdf,2025/QLD/QLD_North Burnett_Rural_2025.pdf,QLD,North Burnett,2025,True,financial statements,29.0,98,181977
QLD_Isaac_Urban_2025.pdf,2025/QLD/QLD_Isaac_Urban_2025.pdf,QLD,Isaac,2025,False,,,53,74072
QLD_Livingstone_Urban_2025.pdf,2025/QLD/QLD_Livingstone_Urban_2025.pdf,QLD,Livingstone,2025,True,statement of comprehensive income,2.0,88,89608
QLD_Cook_Rural_2025.pdf,2025/QLD/QLD_Cook_Rural_2025.pdf,QLD,Cook,2025,True,statement of comprehensive income,17.0,78,67282
QLD_Doomadgee_Rural_2025.pdf,2025/QLD/QLD_Doomadgee_Rural_2025.pdf,QLD,Doomadgee,2025,True,financial statements,33.0,82,55780
QLD_Yarrabah_Rural_2025.pdf,2025/QLD/QLD_Yarrabah_Rural_2025.pdf,QLD,Yarrabah,2025,False,,,90,13922
QLD_Richmond_Rural_2025.pdf,2025/QLD/QLD_Richmond_Rural_2025.pdf,QLD,Richmond,2025,True,financial statements,3.0,77,145492
QLD_Barcaldine_Rural_2025.pdf,2025/QLD/QLD_Barcaldine_Rural_2025.pdf,QLD,Barcaldine,2025,True,financial statements,2.0,73,70266
QLD_Blackall Tambo_Rural_2025.pdf,2025/QLD/QLD_Blackall Tambo_Rural_2025.pdf,QLD,Blackall Tambo,2025,True,financial statements,18.0,55,48730
QLD_Mareeba_Urban_2025.pdf,2025/QLD/QLD_Mareeba_Urban_2025.pdf,QLD,Mareeba,2025,True,financial statements,3.0,101,110115
QLD_Lockyer Valley_Urban_2025.pdf,2025/QLD/QLD_Lockyer Valley_Urban_2025.pdf,QLD,Lockyer Valley,2025,True,statement of changes in equity,36.0,81,136632
QLD_Douglas_Rural_2025.pdf,2025/QLD/QLD_Douglas_Rural_2025.pdf,QLD,Douglas,2025,True,financial statements,48.0,96,125991
QLD_Bulloo_Rural_2025.pdf,2025/QLD/QLD_Bulloo_Rural_2025.pdf,QLD,Bulloo,2025,False,,,102,14036
QLD_Charters Towers_Rural_2025.pdf,2025/QLD/QLD_Charters Towers_Rural_2025.pdf,QLD,Charters Towers,2025,True,financial statements,3.0,96,206718
QLD_Bundaberg_Urban_2025.pdf,2025/QLD/QLD_Bundaberg_Urban_2025.pdf,QLD,Bundaberg,2025,True,financial statements,11.0,82,176499
NSW_Canada Bay_Urban_2025.pdf,2025/NSW/NSW_Canada Bay_Urban_2025.pdf,NSW,Canada Bay,2025,True,general purpose financial statements,127.0,232,395899
NSW_Lachlan_Rural_2025.pdf,2025/NSW/NSW_Lachlan_Rural_2025.pdf,NSW,Lachlan,2025,True,financial statements,2.0,370,658129
NSW_Camden_Urban_2025.pdf,2025/NSW/NSW_Camden_Urban_2025.pdf,NSW,Camden,2025,True,financial statements,31.0,100,192979
NSW_Bland_Rural_2025.pdf,2025/NSW/NSW_Bland_Rural_2025.pdf,NSW,Bland,2025,True,statement of comprehensive income,18.0,54,56518
NSW_Yass Valley_Rural_2025.pdf,2025/NSW/NSW_Yass Valley_Rural_2025.pdf,NSW,Yass Valley,2025,False,,,61,61269
NSW_Central Coast_Urban_2025.pdf,2025/NSW/NSW_Central Coast_Urban_2025.pdf,NSW,Central Coast,2025,True,audited financial statements,3.0,65,271823
NSW_Bega Valley_Urban_2025.pdf,2025/NSW/NSW_Bega Valley_Urban_2025.pdf,NSW,Bega Valley,2025,True,general purpose financial statements,221.0,321,648626
NSW_Northern Beaches_Urban_2025.pdf,2025/NSW/NSW_Northern Beaches_Urban_2025.pdf,NSW,Northern Beaches,2025,True,financial statements,5.0,357,566792
NSW_Lithgow_Urban_2025.pdf,2025/NSW/NSW_Lithgow_Urban_2025.pdf,NSW,Lithgow,2025,True,statement of comprehensive income,2.0,104,190115
NSW_Queanbeyan Palerang_Urban_2025.pdf,2025/NSW/NSW_Queanbeyan Palerang_Urban_2025.pdf,NSW,Queanbeyan Palerang,2025,True,general purpose financial statements,2.0,103,189979
NSW_Newcastle_Urban_2025.pdf,2025/NSW/NSW_Newcastle_Urban_2025.pdf,NSW,Newcastle,2025,True,audited financial statements,2.0,137,488106
NSW_Murrumbidgee_Rural_2025.pdf,2025/NSW/NSW_Murrumbidgee_Rural_2025.pdf,NSW,Murrumbidgee,2025,True,statement of financial position,12.0,46,61331
NSW_Inverell_Rural_2025.pdf,2025/NSW/NSW_Inverell_Rural_2025.pdf,NSW,Inverell,2025,False,,,90,130702
NSW_Wentworth_Rural_2025.pdf,2025/NSW/NSW_Wentworth_Rural_2025.pdf,NSW,Wentworth,2025,True,financial statements,5.0,232,398945
NSW_Ku Ring Gai_Urban_2025.pdf,2025/NSW/NSW_Ku Ring Gai_Urban_2025.pdf,NSW,Ku Ring Gai,2025,True,audited financial statements,5.0,234,413343
NSW_Bayside_Urban_2025.pdf,2025/NSW/NSW_Bayside_Urban_2025.pdf,NSW,Bayside,2025,True,financial statements,104.0,188,343922
NSW_Warren_Rural_2025.pdf,2025/NSW/NSW_Warren_Rural_2025.pdf,NSW,Warren,2025,True,financial statements,2.0,172,249726
NSW_Parramatta_Urban_2025.pdf,2025/NSW/NSW_Parramatta_Urban_2025.pdf,NSW,Parramatta,2025,False,,,47,111796
NSW_Hilltops_Rural_2025.pdf,2025/NSW/NSW_Hilltops_Rural_2025.pdf,NSW,Hilltops,2025,False,,,166,291294
NSW_Brewarrina_Rural_2025.pdf,2025/NSW/NSW_Brewarrina_Rural_2025.pdf,NSW,Brewarrina,2025,True,statement of financial position,36.0,164,315802
NSW_Maitland_Urban_2025.pdf,2025/NSW/NSW_Maitland_Urban_2025.pdf,NSW,Maitland,2025,False,,,95,382623
NSW_Liverpool_Urban_2025.pdf,2025/NSW/NSW_Liverpool_Urban_2025.pdf,NSW,Liverpool,2025,True,financial statements,86.0,155,273051
NSW_Moree Plains_Rural_2025.pdf,2025/NSW/NSW_Moree Plains_Rural_2025.pdf,NSW,Moree Plains,2025,True,general purpose financial statements,96.0,211,364768
NSW_Walgett_Rural_2025.pdf,2025/NSW/NSW_Walgett_Rural_2025.pdf,NSW,Walgett,2025,True,financial statements,44.0,196,290735
NSW_Cessnock_Urban_2025.pdf,2025/NSW/NSW_Cessnock_Urban_2025.pdf,NSW,Cessnock,2025,False,,,103,185063
NSW_Hay_Rural_2025.pdf,2025/NSW/NSW_Hay_Rural_2025.pdf,NSW,Hay,2025,True,general purpose financial statements,76.0,170,250306
NSW_Cowra_Rural_2025.pdf,2025/NSW/NSW_Cowra_Rural_2025.pdf,NSW,Cowra,2025,True,audited financial statements,3.0,185,181273
NSW_Nambucca_Urban_2025.pdf,2025/NSW/NSW_Nambucca_Urban_2025.pdf,NSW,Nambucca,2025,True,statement of financial position,108.0,110,143916
NSW_Strathfield_Urban_2025.pdf,2025/NSW/NSW_Strathfield_Urban_2025.pdf,NSW,Strathfield,2025,True,audited financial statements,73.0,191,358645
NSW_Narrabri_Rural_2025.pdf,2025/NSW/NSW_Narrabri_Rural_2025.pdf,NSW,Narrabri,2025,True,statement of financial position,26.0,157,306465
NSW_Eurobodalla_Urban_2025.pdf,2025/NSW/NSW_Eurobodalla_Urban_2025.pdf,NSW,Eurobodalla,2025,True,financial statements,4.0,176,349662
NSW_Wollondilly_Urban_2025.pdf,2025/NSW/NSW_Wollondilly_Urban_2025.pdf,NSW,Wollondilly,2025,True,statement of comprehensive income,122.0,212,455489
NSW_Kempsey_Urban_2025.pdf,2025/NSW/NSW_Kempsey_Urban_2025.pdf,NSW,Kempsey,2025,False,,,56,94693
NSW_Mosman_Urban_2025.pdf,2025/NSW/NSW_Mosman_Urban_2025.pdf,NSW,Mosman,2025,True,general purpose financial statements,130.0,268,352366
NSW_Snowy Monaro_Urban_2025.pdf,2025/NSW/NSW_Snowy Monaro_Urban_2025.pdf,NSW,Snowy Monaro,2025,True,audited financial statements,121.0,241,522350
NSW_Clarence Valley_Urban_2025.pdf,2025/NSW/NSW_Clarence Valley_Urban_2025.pdf,NSW,Clarence Valley,2025,True,financial statements,59.0,67,88811
NSW_Uralla_Rural_2025.pdf,2025/NSW/NSW_Uralla_Rural_2025.pdf,NSW,Uralla,2025,False,,,41,70368
NSW_Burwood_Urban_2025.pdf,2025/NSW/NSW_Burwood_Urban_2025.pdf,NSW,Burwood,2025,False,,,38,131879
NSW_Bourke_Rural_2025.pdf,2025/NSW/NSW_Bourke_Rural_2025.pdf,NSW,Bourke,2025,True,audited financial statements,4.0,278,404964
NSW_Edward River_Rural_2025.pdf,2025/NSW/NSW_Edward River_Rural_2025.pdf,NSW,Edward River,2025,True,statement of financial position,16.0,64,105060
NSW_Campbelltown_Urban_2025.pdf,2025/NSW/NSW_Campbelltown_Urban_2025.pdf,NSW,Campbelltown,2025,True,audited financial statements,96.0,102,132257
NSW_Cabonne_Rural_2025.pdf,2025/NSW/NSW_Cabonne_Rural_2025.pdf,NSW,Cabonne,2025,True,general purpose financial statements,34.0,166,256087
NSW_Sutherland_Urban_2025.pdf,2025/NSW/NSW_Sutherland_Urban_2025.pdf,NSW,Sutherland,2025,True,financial statements,3.0,37,63661
NSW_Penrith_Urban_2025.pdf,2025/NSW/NSW_Penrith_Urban_2025.pdf,NSW,Penrith,2025,False,,,228,477944
NSW_Federation_Rural_2025.pdf,2025/NSW/NSW_Federation_Rural_2025.pdf,NSW,Federation,2025,True,audited financial statements,4.0,162,203156
NSW_Coolamon_Rural_2025.pdf,2025/NSW/NSW_Coolamon_Rural_2025.pdf,NSW,Coolamon,2025,True,financial statements,12.0,170,303335
NSW_Gunnedah_Rural_2025.pdf,2025/NSW/NSW_Gunnedah_Rural_2025.pdf,NSW,Gunnedah,2025,True,financial statements,53.0,196,366891
NSW_Parkes_Rural_2025.pdf,2025/NSW/NSW_Parkes_Rural_2025.pdf,NSW,Parkes,2025,True,statement of financial position,104.0,229,418279
NSW_Bellingen_Rural_2025.pdf,2025/NSW/NSW_Bellingen_Rural_2025.pdf,NSW,Bellingen,2025,True,financial statements,11.0,80,124610
NSW_Mid Western_Urban_2025.pdf,2025/NSW/NSW_Mid Western_Urban_2025.pdf,NSW,Mid Western,2025,True,notes to financial statements,62.0,194,393175
